config,n_pass,n_total,acc_pct,acc_delta_pp,se_pp,mcnemar_p,BF,FB,baseline_cost_mUSD,optimized_cost_mUSD,cost_savings_pct,input_tokens_baseline,input_tokens_optimized,input_token_savings_pct,cc_fire_count,sd_fire_count,total_calls,guard_disable_count,guard_disable_rules,guard_disable_sites
ContextCompress-only,67,100,67.0,3.0,4.7,0.4531,2,5,0.0000,0.0000,0.00,417492,292566,29.92,93,0,300,0,,
