config,call_site_id,n_observations,n_call_sites_in_config,mean_obs_in_config,warmup_tasks,measurement_tasks,overlap_tasks,overlap_fraction
all-on,__main__:_refine_step:147,300,1,300.0,30,50,30,30/50=60.0%
