config,n_pass,n_total,acc_pct,acc_delta_pp,se_pp,mcnemar_p,BF,FB,baseline_cost_mUSD,optimized_cost_mUSD,cost_savings_pct,input_tokens_baseline,input_tokens_optimized,input_token_savings_pct,cc_fire_count,sd_fire_count,total_calls,guard_disable_count,guard_disable_rules,guard_disable_sites
StateDrop-only,162,200,81.0,-11.0,2.8,0.0001,27,5,12.3879,13.0058,-4.99,61714,60425,2.09,0,86,600,2,StateDrop|StateDrop,__main__:_run_one:104|__main__:_run_one:90
