config,n_pass,n_total,acc_pct,acc_delta_pp,se_pp,mcnemar_p,BF,FB,baseline_cost_mUSD,optimized_cost_mUSD,cost_savings_mUSD,input_tokens_baseline,input_tokens_optimized,input_token_savings_pct,cc_fire_count,sd_fire_count,total_calls
ContextCompress-only,61,100,61.0,9.0,4.9,0.0117,1,10,86.8290,50.8315,35.9974,476192,297849,37.45,94,0,300
