config,n_pass,n_total,acc_pct,acc_delta_pp,se_pp,mcnemar_p,BF,FB,baseline_cost_mUSD,optimized_cost_mUSD,cost_savings_pct,input_tokens_baseline,input_tokens_optimized,input_token_savings_pct,cc_fire_count,sd_fire_count,total_calls,guard_disable_count,guard_disable_rules,guard_disable_sites
StateDrop-only,176,200,88.0,-4.5,2.3,0.0117,10,1,12.3981,12.4718,-0.59,61722,61389,0.54,0,17,600,3,StateDrop|StateDrop|StateDrop,__main__:_run_one:104|__main__:_run_one:80|__main__:_run_one:90
