config,call_site_id,n_observations,n_call_sites_in_config,mean_obs_in_config,warmup_tasks,measurement_tasks,overlap_tasks,overlap_fraction
all-on,bench.agents._runtime:call_llm:200,90,1,90.0,30,200,30,30/200=15.0%
