config,n_pass,n_total,acc_pct,acc_delta_pp,se_pp,mcnemar_p,BF,FB,baseline_cost_mUSD,optimized_cost_mUSD,cost_savings_pct,input_tokens_baseline,input_tokens_optimized,input_token_savings_pct,cc_fire_count,sd_fire_count,total_calls,guard_disable_count,guard_disable_rules,guard_disable_sites
ContextCompress-only,28,50,56.0,4.0,7.0,0.6250,1,3,35.9895,28.1852,21.69,220722,166753,24.45,36,0,150,1,ContextCompress,__main__:_run_one:103
