config,call_site_id,n_observations,n_call_sites_in_config,mean_obs_in_config,warmup_tasks,measurement_tasks,overlap_tasks,overlap_fraction
all-on,__main__:_run_one:72,30,1,30.0,30,300,30,30/300=10.0%
