config,n_pass,n_total,acc_pct,acc_delta_pp,se_pp,mcnemar_p,BF,FB,baseline_cost_mUSD,optimized_cost_mUSD,cost_savings_pct,input_tokens_baseline,input_tokens_optimized,input_token_savings_pct,cc_fire_count,sd_fire_count,total_calls
ContextCompress-only,175,300,58.3,0.7,2.8,0.8318,10,12,158.2587,98.9622,37.47,1051094,655872,37.60,289,0,300
