config,n_pass,n_total,acc_pct,acc_delta_pp,se_pp,mcnemar_p,BF,FB,baseline_cost_mUSD,optimized_cost_mUSD,cost_savings_pct,input_tokens_baseline,input_tokens_optimized,input_token_savings_pct,cc_fire_count,sd_fire_count,total_calls,guard_disable_count,guard_disable_rules,guard_disable_sites
StateDrop-only,178,200,89.0,-3.5,2.2,0.0156,7,0,12.3514,12.5724,-1.79,61675,61400,0.45,0,24,600,3,StateDrop|StateDrop|StateDrop,__main__:_run_one:104|__main__:_run_one:80|__main__:_run_one:90
