config,n_pass,n_total,acc_pct,acc_delta_pp,se_pp,mcnemar_p,BF,FB,baseline_cost_mUSD,optimized_cost_mUSD,cost_savings_pct,input_tokens_baseline,input_tokens_optimized,input_token_savings_pct,cc_fire_count,sd_fire_count,total_calls,guard_disable_count,guard_disable_rules,guard_disable_sites
StateDrop-only,72,100,72.0,-12.0,4.5,0.0018,13,1,0.0000,0.0000,0.00,39557,37564,5.04,0,41,300,2,StateDrop|StateDrop,__main__:_run_one:104|__main__:_run_one:80
